GivenName,Surname,Birthday,CountryFull,Kilograms,Centimeters,BloodType
Mario,Cooper,12/25/1985,Denmark,108.2,189,B+
Tóbias,Zaragamba,3/16/1985,Czech Republic,50.1,64,O+
Cedivar,Smallburrow,4/27/1985,Denmark,49.5,99,B+
Bildad,Headstrong,6/27/1990,Brazil,55.7,88,AB+
Fábio,Rodrigues,1/29/1996,Denmark,58.4,166,B-
Reginard,Proudfoot,8/15/1978,Brazil,57.2,88,O+
Haiduc,Galbassi,6/21/1982,Cyprus (Anglicized),52.4,122,B+
Christian,Jimenez,8/22/1993,Denmark,79.1,185,O+
Terry,Lockard,12/22/1991,Czech Republic,97.1,171,A+
Breno,Castro,8/15/1992,Austria,88.0,182,A+
Glenn,Thomas,1/20/1988,Canada,64.2,183,O+
Ahmed,Alexeieva,9/27/1992,Austria,77.7,184,B+
Roan,Walker,8/30/1989,Austria,105.5,190,AB+
Marc,Baker,10/29/1978,Denmark,104.8,176,O+
Kalimac,Longhole,3/14/1986,Brazil,46.2,67,A+
Irakli,Voronkov,11/27/1989,Belgium,99.0,185,A+
Filibert,Goold,2/28/1981,Canada,55.7,94,O+
Troy,Mitchell,10/8/1980,Austria,108.3,189,O-
Brad,Riley,1/29/1979,Austria,104.5,179,A+
Millar,McMillan,4/3/1995,Brazil,99.8,188,A+
Brett,Castillo,7/8/1982,Belgium,78.0,174,A+
Zander,Black,1/2/1986,Czech Republic,98.9,173,O+
Robert,Crutchfield,5/16/1988,Brazil,86.3,180,O-
Joshua,Pace,1/11/1986,Canada,95.8,190,O+
Jakub,Taylor,1/25/1993,Canada,73.7,189,O+
Travis,Albright,6/10/1994,Austria,56.7,182,A+
Jeffrey,Garcia,11/26/1995,Belgium,62.4,168,A+
Yegor,Kapustin,3/4/1984,Cyprus (Anglicized),92.8,170,B+
Holman,Zaragamba,8/21/1996,Czech Republic,49.0,87,A+
Isembard,Whitfoot,11/26/1984,Brazil,50.6,76,O+
Miguel,Melo,3/28/1986,Canada,62.6,178,B+
Manuel,Shuman,11/18/1980,Canada,85.5,170,O+
Maximilian,Tokaryev,9/14/1985,Brazil,78.5,190,A+
Sancho,Fairbairn,10/26/1990,Czech Republic,50.7,119,A+
Wilimar,Hayward,5/13/1980,Canada,58.4,100,O+
Enzo,Cavalcanti,12/1/1985,Belgium,99.0,169,B+
Andrew,Alexander,7/18/1987,Czech Republic,74.5,172,A+
Jose,Hammer,9/19/1993,Cyprus (Anglicized),75.0,187,O+
Gustavo,Correia,1/25/1996,Austria,97.1,164,A+
Will,Jones,12/29/1993,Cyprus (Anglicized),59.1,177,B+
Danilo,Barbosa,4/27/1997,Denmark,50.6,188,O+
Kauê,Correia,11/26/1993,Canada,90.0,179,AB+
Jerry,Lee,7/22/1984,Austria,88.3,183,B+
Estevan,Correia,10/3/1980,Czech Republic,95.0,174,A+
Hildibrand,Bolger-Baggins,1/15/1993,Brazil,61.3,82,A+
Posco,Goodbody,5/7/1982,Czech Republic,60.0,99,O+
Robert,Peterson,11/26/1995,Belgium,78.5,182,O+
Rustam,Muravyov,10/11/1985,Austria,71.1,172,A+
Gringamor,Button,9/4/1980,Austria,58.1,71,A+
Nikon,Belov,11/20/1986,Brazil,80.1,181,O-
Arron,Williamson,5/5/1995,Austria,73.4,173,B+
Adelgrim,Gammidge,7/27/1985,Czech Republic,65.5,67,A+
James,Matthews,11/11/1992,Belgium,106.7,179,O+
Jasper,Forbes,5/16/1988,Belgium,109.4,185,B+
Griffo,Fairbairn,6/19/1990,Belgium,48.6,73,O+
Gustavo,Azevedo,7/6/1987,Denmark,89.3,180,B+
Rodion,Belov,4/1/1991,Czech Republic,64.4,169,B+
Bilal,Burns,4/15/1983,Czech Republic,71.9,168,A-
Wiseman,Bolger,10/2/1995,Denmark,66.6,78,B+
Iain,Williamson,10/18/1987,Canada,84.8,169,O+
Harley,Simpson,6/30/1979,Belgium,70.9,183,A+
Edward,Andreyev,8/3/1985,Denmark,109.0,179,A-
Mark,Bogdanov,3/1/1985,Czech Republic,64.8,186,B+
Kodi,Wood,3/30/1995,Austria,62.9,165,A+
Ryan,Correia,12/14/1987,Czech Republic,98.9,177,O+
Tomacca,Goodchild,7/8/1981,Belgium,50.1,99,A+
Douglas,Pereira,7/18/1984,Cyprus (Anglicized),65.1,184,A+
Emelyan,Yuriev,8/18/1991,Denmark,60.5,172,O+
Gabriel,Alves,1/26/1996,Czech Republic,76.7,173,B+
Hugo,Zaragamba,7/29/1980,Cyprus (Anglicized),60.1,111,O+
Alex,Alekseyeva,5/15/1983,Canada,100.0,190,B+
Hilarion,Ankudinov,4/1/1984,Austria,109.2,169,B+
Dmitry,Vagin,10/19/1988,Austria,69.3,168,O+
Dillon,Munro,9/12/1995,Brazil,80.1,163,O+
Cooper,Johnston,2/2/1982,Czech Republic,91.0,190,O+
Zossima,Aksakov,1/14/1990,Brazil,88.3,180,B+
Obo,Boffin,1/21/1993,Cyprus (Anglicized),46.0,70,A+
Emelyan,Medvedev,7/10/1985,Canada,65.4,181,O-
Basso,Clayhanger,10/5/1985,Brazil,58.5,72,A+
Wesley,Guzman,12/13/1984,Cyprus (Anglicized),108.0,180,O+
Kauan,Barbosa,6/21/1991,Canada,63.2,186,B+
Lawerence,Weems,7/19/1980,Belgium,107.4,169,A+
Holfast,Goodbody,12/30/1992,Austria,61.4,114,O+
Igor,Gomes,7/11/1990,Czech Republic,84.4,180,A+
Evdokim,Volodin,5/1/1992,Denmark,102.8,167,A+
Arnor,Maggot,12/27/1983,Brazil,46.7,78,A+
Tony,Scott,8/30/1995,Belgium,60.6,174,B+
Bilba,Puddifoot,9/22/1985,Brazil,46.7,121,A+
Scott,Boykins,6/25/1985,Cyprus (Anglicized),95.1,190,B+
Vitór,Souza,11/15/1984,Czech Republic,108.1,180,O+
Yegor,Yevseyev,1/8/1986,Cyprus (Anglicized),86.0,188,B+
Bruno,Hunter,7/1/1981,Cyprus (Anglicized),96.8,177,O+
Caiden,Murray,6/22/1981,Cyprus (Anglicized),108.3,181,O+
Ward,Garcia,10/30/1986,Austria,72.0,171,AB+
Nicolas,Correia,9/19/1978,Belgium,73.2,178,A-
Oleg,Matveyev,2/20/1997,Austria,75.8,186,O+
Joe,Tse,1/17/1989,Denmark,67.6,176,B+
Vincent,Taylor,11/12/1995,Cyprus (Anglicized),77.7,164,O+
Tigran,Degtyaryov,12/20/1980,Cyprus (Anglicized),66.6,175,AB+
Isaac,Volodin,9/1/1983,Austria,110.7,176,O+
Nestor,Ankudinov,5/18/1997,Brazil,78.9,173,B+
Bruno,Greenhand,12/31/1992,Austria,52.3,68,AB+
Dustin,Marine,9/13/1984,Belgium,79.2,169,A+
Theodore,Voronov,3/19/1994,Denmark,92.3,180,A+
André,Cavalcanti,9/29/1984,Canada,62.6,183,A+
Raymond,Crippen,12/25/1979,Czech Republic,106.2,175,O+
Mat,Diggle,10/8/1991,Canada,55.4,115,O+
Hending,Whitfoot,12/24/1991,Cyprus (Anglicized),56.2,111,B+
Magnus,Fairbairn,4/26/1992,Brazil,66.2,122,O+
John,Neal,10/26/1990,Brazil,95.4,181,B+
Gregory,Robertson,3/20/1997,Cyprus (Anglicized),91.6,172,O+
Coby,McKay,7/5/1988,Belgium,72.3,168,O+
Tiago,Pereira,9/5/1985,Canada,69.6,169,AB+
Cairn,Grant,3/23/1993,Austria,63.8,184,A+
Maciej,Anderson,6/15/1980,Czech Republic,103.4,180,A+
Felipe,Sousa,12/24/1982,Canada,91.8,178,B+
Hildigrim,Gardner,8/30/1993,Austria,52.0,98,B+
Oleg,Vasin,3/13/1984,Canada,94.6,188,O+
Franklin,Jaeger,2/19/1982,Denmark,105.0,189,A+
Plato,Fedorov,7/19/1993,Denmark,84.0,167,B+
Aran,McKay,3/16/1986,Austria,65.2,177,B+
Mathew,Ross,1/25/1992,Cyprus (Anglicized),89.7,168,B+
Cain,Williamson,6/21/1994,Austria,62.4,187,O-
Leland,Bell,2/18/1983,Austria,108.3,184,A+
Martim,Barbosa,7/18/1985,Austria,96.7,181,O+
João,Castro,1/20/1994,Austria,78.0,187,A+
Lloyd,Murphy,7/26/1996,Denmark,80.4,181,O+
Kacper,Wallace,6/10/1979,Czech Republic,76.3,182,A+
Hugo,Cunningham,11/22/1978,Canada,77.1,178,O+
Isumbras,Bunce,5/24/1997,Brazil,47.7,62,O+
Gorbaduc,Bolger,2/18/1987,Brazil,54.7,118,AB+
Tigran,Gavrilov,1/22/1985,Cyprus (Anglicized),71.8,184,A-
Cotman,Brandagamba,10/8/1985,Belgium,53.3,94,O+
Odovacar,Puddifoot,2/1/1986,Canada,57.6,116,O-
Faramir,Headstrong,2/6/1991,Canada,45.5,82,O+
Jude,Crawford,12/7/1982,Cyprus (Anglicized),96.6,185,O+
Johnny,Null,8/16/1991,Cyprus (Anglicized),66.4,178,A+
Tobold,Clayhanger,3/16/1980,Austria,53.7,66,O+
Douglas,Azevedo,12/31/1978,Brazil,112.3,170,A+
Isengrim,Zaragamba,6/3/1995,Czech Republic,60.9,99,B+
Caiden,Walker,4/5/1989,Denmark,107.4,177,A+
Jamie,Douglas,2/11/1993,Cyprus (Anglicized),58.9,186,A+
Agustin,Wallace,8/17/1995,Austria,89.9,182,O+
Charlie,Peters,7/12/1986,Czech Republic,76.3,186,A+
Michael,Sparks,12/1/1989,Denmark,62.2,182,O+
Hamfast,Goodchild,10/25/1985,Denmark,60.6,83,B+
Robert,Jones,1/7/1995,Czech Republic,91.2,180,O+
Bodo,Labingi,10/30/1996,Denmark,55.7,92,A+
Robby,Aguilar,11/8/1991,Denmark,72.8,170,O+
Toby,Forbes,1/25/1984,Brazil,69.6,170,B+
Jason,Hamilton,3/6/1997,Belgium,69.5,183,A+
Vitor,Sousa,7/4/1996,Cyprus (Anglicized),88.8,164,A-
Rafael,Cardoso,1/31/1982,Canada,96.7,173,O+
Luis,Barbosa,7/18/1986,Belgium,71.0,183,A+
Yefim,Biryukov,11/7/1987,Czech Republic,64.9,174,O+
Mateus,Costa,11/21/1984,Belgium,91.7,176,B+
Nicodemus,Belov,10/26/1985,Cyprus (Anglicized),81.1,172,B-
Elijah,Findlay,7/31/1988,Brazil,89.0,172,O+
Preston,Hastings,9/5/1996,Belgium,54.0,170,O+
Mohamed,Mackenzie,6/13/1983,Belgium,84.8,176,B+
Ellis,MacDonald,4/22/1990,Belgium,102.4,190,A+
Kris,Ritchie,4/22/1980,Cyprus (Anglicized),65.9,180,A+
Kai,Dias,6/22/1988,Denmark,109.9,187,O+
Felipe,Araujo,10/22/1994,Czech Republic,63.9,181,O+
Rustam,Yuriev,12/24/1978,Denmark,111.8,188,A+
José,Souza,6/15/1989,Austria,92.7,184,O+
Jai,Kennedy,1/3/1989,Austria,95.9,175,O+
Dementi,Kozlov,7/19/1986,Cyprus (Anglicized),92.2,184,A+
Ostap,Artemiev,6/12/1984,Canada,73.7,169,A+
José,Lima,12/19/1995,Belgium,67.7,171,B+
Russel,Wofford,5/23/1991,Brazil,94.4,187,A+
Leonardo,Souza,3/11/1994,Cyprus (Anglicized),89.2,181,A+
José,Cardoso,2/24/1981,Belgium,88.5,169,O+
Kirk,Garman,9/27/1991,Denmark,88.1,190,B+
Elliott,Evans,5/27/1983,Canada,113.2,168,B+
Belisarius,Maggot,3/17/1993,Brazil,57.7,121,O+
Daniel,Griswold,4/23/1990,Czech Republic,72.4,171,O+
Bucca,Underhill,3/17/1995,Czech Republic,59.2,101,O+
Ryan,Costa,11/13/1991,Cyprus (Anglicized),56.6,176,A-
Karp,Mironov,11/30/1989,Brazil,74.7,184,O+
Luis,Correia,6/20/1981,Cyprus (Anglicized),64.9,177,O+
Conrad,Rumble,10/8/1991,Canada,54.5,65,O+
Nikon,Sozonov,5/3/1986,Brazil,106.8,172,A+
Rodrigo,Santos,2/11/1982,Brazil,89.4,174,A+
Otho,Oldbuck,3/29/1981,Denmark,63.2,91,A+
Alex,Ignatieff,7/23/1984,Belgium,65.0,187,B+
Piotr,Scott,3/5/1984,Austria,105.9,189,A+
Kaua,Pereira,11/9/1986,Denmark,88.5,183,O+
Samlad,Maggot,3/15/1979,Cyprus (Anglicized),48.8,117,B+
Michael,Sanders,4/27/1996,Canada,62.6,186,A+
Berilac,Gaukrogers,6/27/1986,Belgium,63.9,80,O+
Hugo,Chubb,9/23/1987,Belgium,58.7,85,B+
Otho,Bolger-Baggins,1/9/1994,Belgium,46.4,102,B+
George,Good,1/12/1997,Austria,57.2,172,O+
Ricky,Bethea,2/19/1985,Brazil,77.2,169,B+
Carlos,Gomes,10/13/1978,Austria,87.5,168,O+
Don,Thompson,5/30/1987,Canada,66.6,187,O+
Felipe,Goncalves,4/23/1996,Brazil,90.4,187,O+
Luiz,Cavalcanti,5/17/1991,Denmark,80.0,177,A+
Dmitry,Mishin,11/17/1979,Austria,105.3,186,O+
Felipe,Carvalho,9/23/1993,Cyprus (Anglicized),56.5,173,O+
Paulo,Souza,11/11/1981,Austria,86.4,183,O+
Thomas,Watson,7/18/1980,Cyprus (Anglicized),90.9,177,O+
Anatoly,Afanasyev,1/24/1981,Cyprus (Anglicized),87.7,170,B+
Panteleimon,Vavilov,8/23/1985,Cyprus (Anglicized),91.3,183,O+
Donald,Keeler,9/30/1994,Brazil,84.6,184,B+
Stephen,Delarosa,7/7/1980,Denmark,99.2,178,A+
Ayaan,Cunningham,8/14/1988,Denmark,62.2,180,A+
Kauã,Rodrigues,4/20/1979,Czech Republic,85.7,179,O+
Donald,Cripps,6/27/1989,Belgium,58.1,168,A+
Connor,Bell,4/13/1981,Canada,62.5,180,A+
Kyle,Murray,7/21/1987,Czech Republic,62.5,178,O+
Kauã,Ferreira,6/26/1984,Belgium,65.7,183,A+
Michael,Holdsworth,9/25/1984,Austria,102.7,179,B+
Gorbulas,Took-Brandybuck,7/31/1986,Cyprus (Anglicized),47.9,92,O+
Tobold,Bolger,9/10/1989,Belgium,50.3,117,O+
Ernie,Murphy,3/7/1982,Czech Republic,77.7,171,A+
Artem,Gerasimov,5/12/1996,Brazil,67.3,187,O+
Paul,Golubov,4/17/1994,Cyprus (Anglicized),87.2,190,O+
Brooklyn,Mackenzie,3/12/1995,Canada,89.1,175,O-
Aran,King,6/28/1982,Brazil,111.9,179,O+
John,Owens,12/8/1983,Denmark,86.4,171,B+
Douglas,Martins,2/19/1979,Austria,62.2,174,O+
Peregrin,Gaukrogers,5/12/1991,Canada,53.6,86,B+
Luan,Alves,2/6/1979,Czech Republic,63.6,171,O+
John,Smith,10/28/1986,Denmark,99.5,174,A+
Mateus,Dias,5/6/1993,Canada,81.5,177,B+
Victor,Silva,2/17/1988,Cyprus (Anglicized),74.0,171,O+
Ruben,Zotov,9/10/1988,Canada,95.1,185,O+
Oscar,Volodin,7/12/1996,Cyprus (Anglicized),70.8,187,A+
Norman,Pilla,2/18/1983,Cyprus (Anglicized),74.7,173,O+
Stephen,Ashcraft,6/3/1995,Cyprus (Anglicized),55.3,181,AB+
Tigran,Ozerov,8/31/1992,Cyprus (Anglicized),86.8,175,A+
Albert,Uspensky,4/19/1986,Cyprus (Anglicized),83.4,178,A+
Howard,Martinez,11/19/1990,Cyprus (Anglicized),57.8,182,O+
Travis,Alexander,11/2/1994,Cyprus (Anglicized),89.6,173,O+
Marley,Mitchell,1/3/1983,Denmark,82.3,187,A+
Todd,Jordon,4/11/1983,Cyprus (Anglicized),89.2,172,B+
Aaron,Oconnell,2/11/1981,Cyprus (Anglicized),81.1,176,A+
Jaroslav,Kudryashov,11/28/1996,Brazil,87.3,167,B+
Bildat,Goldworthy,10/2/1982,Austria,66.9,64,AB+
Richard,Spurrier,8/18/1992,Denmark,74.4,184,B+
Genghis,Vagin,9/10/1980,Brazil,90.7,170,O-
Belisarius,Button,6/23/1980,Belgium,66.4,121,A+
Frank,Shaw,2/24/1997,Brazil,70.3,178,A+
Derek,Stephens,1/1/1995,Denmark,69.9,185,A-
Edgar,Fomin,7/2/1993,Czech Republic,64.5,188,A+
Gary,Carlson,4/12/1985,Belgium,96.8,169,A+
Samson,Voronkov,11/4/1989,Brazil,80.3,175,B+
Nahum,Bocharov,12/2/1983,Brazil,107.6,186,A-
Vitor,Ferreira,12/10/1979,Czech Republic,87.0,189,A+
Eric,Gray,11/8/1990,Belgium,79.8,182,B+
Kaua,Cardoso,8/4/1994,Austria,99.1,171,O+
Dudo,Smallburrow,6/25/1987,Cyprus (Anglicized),61.8,98,A+
Rian,Hay,3/19/1983,Czech Republic,66.9,184,O+
Aden,Hunter,9/3/1982,Cyprus (Anglicized),71.0,188,O+
Bruce,Teasley,9/28/1979,Czech Republic,69.4,169,A+
Cotman,Oldbuck,11/11/1988,Belgium,49.1,71,A+
Anton,Golubev,10/26/1983,Austria,64.9,189,O+
Bodo,Sandheaver,1/12/1987,Austria,62.7,77,A+
Mitrofan,Kirillov,6/2/1991,Austria,94.9,170,B+
Paul,Marino,12/11/1979,Canada,74.8,187,O-
Rodrigo,Reeves,6/29/1985,Czech Republic,96.5,175,A+
Arthur,Bulgakov,7/21/1993,Austria,93.1,174,O+
Cian,Maclean,10/4/1994,Cyprus (Anglicized),97.8,172,O+
Melvin,Bishop,1/8/1987,Czech Republic,72.8,174,O+
Dorofei,Polyakov,6/16/1983,Austria,86.8,173,A-
Damian,Degtyaryov,3/2/1996,Belgium,85.2,187,A+
Harley,Hamilton,7/28/1992,Czech Republic,99.9,173,O+
Dale,Davidson,7/30/1984,Czech Republic,101.5,181,A-
Thomas,Kaufman,11/18/1994,Brazil,62.9,170,O+
Eric,Borodin,7/31/1984,Canada,74.1,190,O+
Luan,Almeida,10/15/1983,Austria,85.7,177,O+
Posco,Zaragamba,10/8/1995,Belgium,52.2,80,A+
Marat,Zaitsev,12/5/1993,Denmark,70.9,185,O+
Reginard,Diggle,8/3/1980,Austria,65.2,117,O+
Doderic,Grubb,2/4/1983,Cyprus (Anglicized),53.1,120,B+
Lazarus,Bazhenov,9/3/1993,Cyprus (Anglicized),57.2,164,O+
Adelbert,Noakes,6/2/1992,Cyprus (Anglicized),55.9,78,A-
Vinícius,Lima,2/5/1990,Belgium,58.8,188,B+
Nahum,Konovalov,1/2/1983,Brazil,99.0,181,A+
Tomás,Silva,11/29/1980,Canada,93.4,169,A+
João,Gomes,11/22/1982,Brazil,76.3,176,O+
Roland,Zaitsev,1/31/1984,Belgium,82.7,175,AB+
Murilo,Rodrigues,4/5/1996,Canada,66.8,182,O+
Magnus,Goodbody,4/28/1996,Belgium,52.5,77,A+
Marat,Zhirov,5/28/1986,Cyprus (Anglicized),73.7,182,O+
Otávio,Ferreira,1/16/1984,Cyprus (Anglicized),83.1,184,O+
Vinícius,Barbosa,5/27/1984,Denmark,111.8,168,AB+
Danny,Morrow,2/21/1992,Austria,83.6,169,O+
Ahmed,Kovalev,11/29/1994,Austria,91.0,185,O+
Charles,Bradford,12/8/1985,Cyprus (Anglicized),66.5,186,A+
Albert,Balabanov,3/19/1996,Cyprus (Anglicized),76.7,176,A+
Julian,Santos,7/7/1990,Canada,97.4,174,AB-
Vitor,Ferreira,2/27/1993,Belgium,59.2,178,O+
Davi,Carvalho,6/15/1994,Canada,78.3,175,B+
Haiduc,Brownlock,5/16/1995,Denmark,60.4,92,AB+
Paladin,Puddifoot,5/9/1991,Denmark,62.2,90,B+
Ilberic,Gamgee,1/22/1989,Cyprus (Anglicized),57.3,88,A+
Simon,Balashov,10/31/1982,Denmark,74.4,177,B+
Roderick,Duncan,11/10/1981,Austria,82.9,179,A+
Timba,Underhill,2/14/1986,Czech Republic,60.5,122,A+
Lotho,Rumble,2/1/1987,Canada,65.0,81,A+
Jan,Sinclair,6/19/1982,Cyprus (Anglicized),94.7,173,A+
Ronan,Kerr,9/10/1981,Canada,81.4,189,O-
Felipe,Alves,4/25/1981,Cyprus (Anglicized),92.1,177,A+
Seredic,Greenhand,6/6/1988,Denmark,48.8,70,B-
Albert,Gordon,7/31/1987,Canada,80.5,170,B+
Malik,Kotov,2/6/1989,Austria,75.7,179,O+
Scott,McDonald,9/23/1988,Cyprus (Anglicized),73.7,167,AB+
Frances,Low,6/27/1984,Denmark,70.5,189,O+
Milo,Gaukrogers,4/26/1984,Cyprus (Anglicized),46.0,62,A+
Mosco,Diggle,10/4/1988,Canada,53.4,87,AB+
Carlos,Cardoso,1/14/1992,Czech Republic,81.9,167,A+
James,Jackson,5/29/1981,Denmark,81.1,189,O+
Melampus,Noakes,6/4/1981,Czech Republic,56.2,108,O+
Bildad,Bracegirdle,10/9/1979,Czech Republic,57.3,119,B+
Chilimanzar,Goold,2/11/1995,Czech Republic,57.2,68,AB-
Samuel,Gomes,7/24/1980,Denmark,67.2,180,A+
Estevan,Oliveira,5/10/1995,Brazil,96.3,165,A+
Igor,Voronov,3/29/1987,Brazil,105.7,174,B+
Valdemar,Smallburrow,8/4/1988,Belgium,64.2,118,B+
Júlio,Azevedo,5/25/1981,Canada,110.7,168,A+
Cruz,MacDonald,7/31/1995,Austria,63.9,168,O+
Kauã,Fernandes,4/2/1989,Canada,63.8,186,O-
Lucas,Castro,9/16/1978,Denmark,111.9,168,A-
Van,Poulin,11/19/1987,Cyprus (Anglicized),94.2,179,A+
Murray,Dickerson,9/22/1983,Denmark,63.8,172,O-
Jensen,Moore,9/1/1988,Czech Republic,109.4,181,B+
Eugene,Vinogradov,12/22/1990,Cyprus (Anglicized),74.6,185,A+
Sviatoslav,Bobrov,3/31/1991,Brazil,93.7,188,B+
Kris,Wilson,5/22/1997,Belgium,92.3,170,A+
Gustavo,Dias,10/2/1985,Austria,69.8,184,O+
Renan,Gomes,6/10/1989,Czech Republic,98.6,189,A-
Everett,Well,4/2/1990,Cyprus (Anglicized),64.3,187,A-
Paul,Burgess,8/4/1991,Belgium,69.2,187,O+
Diego,Rodrigues,7/23/1990,Denmark,91.2,190,A+
Mitrofan,Frolov,5/14/1984,Austria,66.5,181,B+
Victor,Correia,10/19/1988,Cyprus (Anglicized),67.6,177,O-
Marroc,Bolger-Baggins,3/27/1990,Denmark,52.6,76,O+
João,Pereira,6/9/1992,Brazil,94.0,174,B+
Nibs,Mugwort,9/24/1990,Czech Republic,59.6,61,O+
Hamfast,Hayward,6/24/1996,Austria,47.8,82,A+
Kondrat,Vassiliev,4/4/1990,Austria,68.1,168,A+
Luís,Fernandes,10/20/1996,Canada,50.7,171,A+
Jared,Boyle,6/20/1978,Denmark,72.0,178,O+
Oliver,Ozerov,8/2/1979,Cyprus (Anglicized),66.1,187,B-
Christopher,Vinson,5/8/1979,Brazil,102.3,174,B+
Victor,Gifford,11/4/1995,Belgium,76.5,165,A+
Cailean,Watt,11/24/1980,Cyprus (Anglicized),97.5,180,O+
John,Maheu,10/12/1984,Cyprus (Anglicized),101.9,183,O+
Leo,Gerasimov,1/27/1996,Brazil,94.1,175,AB+
Charles,Ward,2/14/1992,Cyprus (Anglicized),82.0,175,A+
Devon,Smith,8/22/1993,Austria,65.8,177,A+
Don,Ortega,6/18/1980,Denmark,99.5,187,O+
Henry,Chien,1/25/1990,Cyprus (Anglicized),67.7,182,B+
Júlio,Lima,5/2/1983,Cyprus (Anglicized),92.7,173,A+
Antônio,Ribeiro,9/3/1979,Canada,103.5,174,O+
Thomas,Newton,3/21/1984,Canada,78.3,171,O+
Dominic,Michel,10/14/1995,Denmark,58.9,175,A+
Paul,Price,9/28/1981,Czech Republic,86.6,177,AB+
Gorbulas,Button,12/14/1989,Brazil,61.6,107,B+
Lucas,Melo,9/22/1993,Belgium,66.9,166,AB+
Kauã,Araujo,2/17/1993,Austria,71.7,183,AB+
Orgulas,Gammidge,1/4/1985,Cyprus (Anglicized),49.6,80,A+
João,Carvalho,5/9/1986,Austria,73.5,186,O+
Tom,Baggins,10/1/1980,Cyprus (Anglicized),56.0,67,A+
Simon,Blokhin,2/7/1995,Denmark,88.5,187,O+
Bildat,Maggot,7/29/1980,Austria,53.2,112,B+
Adelard,Took-Took,5/29/1982,Czech Republic,60.1,66,A+
Déagol,Fairbairn,7/15/1996,Cyprus (Anglicized),65.5,94,A+
Hector,Hill,7/27/1992,Cyprus (Anglicized),99.4,181,O+
Heribald,Brandybuck,8/17/1978,Austria,61.2,62,B+
Julian,Goncalves,10/19/1994,Cyprus (Anglicized),78.0,183,A+
Pedro,Martins,1/25/1987,Denmark,75.3,185,AB+
Gustavo,Almeida,9/1/1980,Cyprus (Anglicized),113.5,176,A+
Bruce,Watt,1/9/1992,Cyprus (Anglicized),57.1,167,B-
Blair,Alexander,9/10/1980,Denmark,70.9,174,A+
Luan,Lima,7/26/1979,Austria,74.9,174,B+
Corey,Ickes,5/20/1985,Cyprus (Anglicized),76.0,190,B+
Nicodemus,Gorbunov,9/10/1988,Brazil,98.3,189,A+
Nicolas,Ribeiro,12/31/1996,Brazil,87.9,162,B+
Bandobras,Grubb,6/1/1991,Cyprus (Anglicized),55.5,105,O+
Joseph,Thomson,4/19/1984,Czech Republic,62.9,188,A+
Nicolas,Pereira,8/1/1992,Austria,58.3,190,B+
Luke,Avdeyev,9/3/1978,Belgium,104.1,183,A+
Fábio,Cardoso,8/20/1995,Denmark,72.0,174,O+
Daryl,Sutherland,6/24/1992,Denmark,90.2,188,O+
Ravil,Belov,11/16/1982,Canada,70.5,174,AB+
Carlos,Fernandes,7/15/1994,Belgium,65.6,165,O+
Justin,Cohen,11/20/1991,Austria,101.0,170,O-
Cyril,Voronkov,10/21/1987,Austria,105.6,171,O+
Gregory,Frye,3/21/1981,Cyprus (Anglicized),113.1,184,AB-
Freddie,Dickson,6/3/1980,Cyprus (Anglicized),95.4,188,A+
Xenophon,Kotov,1/3/1997,Canada,53.6,166,O+
Gordey,Yevseyev,12/9/1985,Brazil,105.2,185,O+
Ismail,Yusupov,6/20/1994,Cyprus (Anglicized),79.8,170,B+
Isumbras,Sandheaver,2/10/1989,Cyprus (Anglicized),49.9,74,B+
John,Allison,9/19/1984,Canada,104.6,175,O+
Ellis,Hannan,3/31/1988,Canada,106.7,190,O+
Kauê,Souza,9/7/1983,Cyprus (Anglicized),82.4,188,B+
Mateus,Pinto,3/5/1997,Brazil,57.6,172,B+
Fosco,Tunnelly,12/10/1978,Brazil,60.4,83,O+
Garry,Cavanaugh,6/13/1992,Brazil,109.0,189,O+
Joe,Paulson,8/6/1985,Belgium,105.0,176,O+
Ramiro,Bazhenov,10/19/1978,Cyprus (Anglicized),110.3,172,A+
Ian,Vinogradoff,11/21/1980,Austria,108.1,169,B+
Bryan,King,9/17/1994,Czech Republic,63.0,167,O+
Roddy,Wilson,2/17/1983,Cyprus (Anglicized),101.1,172,O+
Gundobad,Greenhand,4/27/1993,Canada,52.2,87,B+
Lucas,Correia,9/3/1996,Cyprus (Anglicized),65.2,182,O+
Rafik,Kovalev,8/15/1989,Cyprus (Anglicized),60.9,171,O+
Cailean,Macleod,11/23/1978,Belgium,94.4,184,O+
Kade,Anderson,1/16/1995,Belgium,87.4,169,O+
Estevan,Pinto,4/1/1982,Denmark,94.1,173,AB+
Raymond,Wilson,9/15/1991,Cyprus (Anglicized),105.8,189,A+
Nazar,Yefimov,4/9/1996,Canada,67.7,188,O+
Victor,Fernandes,2/16/1995,Cyprus (Anglicized),55.2,163,B+
Guilherme,Alves,7/7/1982,Cyprus (Anglicized),63.0,173,A+
Mateus,Alves,9/22/1986,Belgium,65.4,175,A+
Ryan,Azevedo,11/10/1992,Austria,91.5,167,O+
Carson,Williamson,6/11/1991,Belgium,62.9,184,B+
Sagramor,Brandagamba,11/21/1979,Czech Republic,61.7,77,A+
Tobold,Gaukrogers,11/25/1980,Czech Republic,64.3,62,A-
Genghis,Alexeyeva,2/8/1993,Cyprus (Anglicized),94.9,174,O-
Brogan,Anderson,7/23/1978,Belgium,62.9,185,A-
